issue_id,title,contents,authorLogin,authorAssociation,createdAt,closed,closedAt,closedDuration_days,milestone,participants_count,comments_count,firstCommentCreatedAt,firstCommentDuration_days,firstCommentAuthor,firstCommentAuthorAssociation,num_unique_comment_author_MEMBER,num_unique_comment_author_CONTRIBUTOR,num_unique_comment_author_COLLABORATOR,num_unique_comment_author_NONE,labels,label_waiting,label_feature request,label_has pr,label_Protractor,label_Karma,label_npm,label_React,label_docs,label_has Tracker story,label_ready for work,label_duplicate,label_bug,label_1.3.x,label_gem,label_help needed
61,"declarationError is lost; instead I get the error ""jasmine.Suite() required""","If I have my own js error inside my describe, it is lost and instead I get the error ""jasmine.Suite() required""
My simple test:
describe('my own js error', function() {
    var foo = nonExistent.obj;
    it('should throw my error', function() {
    });
});

in jasmine, it is in this block:
jasmine.Env.prototype.describe = function(description, specDefinitions) {
    var suite = new jasmine.Suite(this, description, specDefinitions, this.currentSuite);

    var parentSuite = this.currentSuite;
    if (parentSuite) {
        parentSuite.add(suite);
    } else {
        this.currentRunner_.add(suite);
    }

    this.currentSuite = suite;

    var declarationError = null;
    try {
        specDefinitions.call(suite);
    } catch(e) {
        declarationError = e;
    }

    this.currentSuite = parentSuite;

    if (declarationError) {
        this.it(""encountered a declaration exception"", function() {
            throw declarationError;
        });
    }
    return suite;
};

==> I get into the if (declarationError) block at the end of this implementation, but within there, this.it('encountered...') tries to create a new spec, which has no currentSuite, which causes the error in my subject line.",btmurrell,NONE,2011-02-23 18:41:29+00:00,True,2013-05-26 19:35:15+00:00,823.04,,5,7,2011-05-17 18:47:25+00:00,83.0,db48x,NONE,0,1,0,3,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,Conditionals for describe or it,"I'd like to see conditionals for skipping tests to be attached to the it or describe functions. The reason would be to enable testing on parameters that can't be set by JavaScript (such as navigator.locale), but requires environmental changes (outside the scope of JavaScript). One such example would be to test L10n or i18n issues.
This could be solved with letting it or describe have a builder method (such as when). Here is one example that tests with turkish 'i':
function itIsTurkishLocale() {
    return navigator.language == 'tu';
}

it('should pass the Turkish test', function() {
    var result = myObj.doIt(upperCaseDottedEye);
    expect(result).toEqual(lowerCaseDottedEye);
}).when(itIsTurkishLocale);

The function when should be able to take on either a conditional (true/false) or a function that can return a conditional. If the conditional is true, the test should run. If it is false, it should skip.",spoike,NONE,2011-02-28 13:29:10+00:00,True,2011-02-28 22:25:50+00:00,0.37,,2,6,2011-02-28 14:25:50+00:00,0.04,ragaskar,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,Stackoverflow  error,"Hi
I am getting Exceeded stack depth error while executing the maven targets (test).  I dont have any clue what is happening.  Could you please point in the right direction.
com.gargoylesoftware.htmlunit.javascript.StrictErrorReporter runtimeError
SEVERE: runtimeError: message=[Exceeded maximum stack depth] sourceName=[script
in file:/C:/oasisNew/target/jasmine/SpecRunner.html from (173, 33) to (2594, 11)
] line=[2565] lineSource=[null] lineOffset=[0]
[INFO] ------------------------------------------------------------------------
[ERROR] BUILD ERROR
[INFO] ------------------------------------------------------------------------
[INFO] : java.lang.RuntimeException: com.gargoylesoftware.htmlunit.ScriptExcepti
on: Exceeded maximum stack depth (script in file:/C:/oasisNew/target/jasmine/Spe
cRunner.html from (173, 33) to (2594, 11)#2565)
There was a problem executing Jasmine specs
com.gargoylesoftware.htmlunit.ScriptException: Exceeded maximum stack depth (scr
ipt in file:/C:/oasisNew/target/jasmine/SpecRunner.html from (173, 33) to (2594,
Regards",noris,NONE,2011-03-18 18:52:55+00:00,True,2013-03-06 05:49:57+00:00,718.46,,3,3,2011-04-20 15:30:32+00:00,32.86,jonnywyatt,NONE,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,specify a message when a custom matcher fails,"I have a immutable Value Object class:´
var Tile = function(x, y) {
    this.x = function() { return x }
    this.y = function() { return y }
}

and a matcher for it:
function toEqualToTile(expected) {
    return (this.actual.x() == expected.x()) && (this.actual.y() == expected.y())
}

If the custom matcher fails, I get this message:
Expected { x : Function, y : Function } to equal to tile { x : Function, y : Function }.
which is not very informative. Could you add a possibility to specify my own message on failure?",mgryszko,NONE,2011-03-24 11:00:02+00:00,True,2011-03-24 11:31:52+00:00,0.02,,4,4,2011-03-24 11:12:36+00:00,0.01,bostanio,NONE,0,0,0,4,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,Misleading error message for string expectation,"The test below is reporting a misleading failure:
""Expected spy to have been called with [ 'bar' ] but was called with [ [ 'baz' ] ]""
This implies that we called someFunction(['baz']) when actually we called someFunction('baz');
TEST:
it('should properly compare strings', function(){
  var test = { foo: function(){} };
  spyOn(test, 'foo');

  test.foo('baz');
  expect(test.foo).toHaveBeenCalledWith('bar'); 
});

STACK TRACE:
Error(""Expected spy to have been called with [ 'bar' ] but was called with [ [ 'baz' ] ]"")@:0 ([object Object])@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:94 (""bar"")@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1143 ()@http://localhost:8888/__spec__/javascripts/views/creatives/markup/_facebook_like_spec.js:49 ((function () {if (jasmine.Queue.LOOP_DONT_RECURSE && calledSynchronously) {completedSynchronously = true;return;}if (self.blocks[self.index].abort) {self.abort = true;}self.offset = 0;self.index++;var now = (new Date).getTime();if (self.env.updateInterval && now - self.env.lastUpdate > self.env.updateInterval) {self.env.lastUpdate = now;self.env.setTimeout(function () {self.next_();}, 0);} else {if (jasmine.Queue.LOOP_DONT_RECURSE && completedSynchronously) {goAgain = true;} else {self.next_();}}}))@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:968 ()@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1739 ((function () {spec.finish(onComplete);}))@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1692 ((function () {if (jasmine.Queue.LOOP_DONT_RECURSE && calledSynchronously) {completedSynchronously = true;return;}if (self.blocks[self.index].abort) {self.abort = true;}self.offset = 0;self.index++;var now = (new Date).getTime();if (self.env.updateInterval && now - self.env.lastUpdate > self.env.updateInterval) {self.env.lastUpdate = now;self.env.setTimeout(function () {self.next_();}, 0);} else {if (jasmine.Queue.LOOP_DONT_RECURSE && completedSynchronously) {goAgain = true;} else {self.next_();}}}))@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:2018 ()@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1739 ((function () {self.finish(onComplete);}))@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1692 ((function () {if (jasmine.Queue.LOOP_DONT_RECURSE && calledSynchronously) {completedSynchronously = true;return;}if (self.blocks[self.index].abort) {self.abort = true;}self.offset = 0;self.index++;var now = (new Date).getTime();if (self.env.updateInterval && now - self.env.lastUpdate > self.env.updateInterval) {self.env.lastUpdate = now;self.env.setTimeout(function () {self.next_();}, 0);} else {if (jasmine.Queue.LOOP_DONT_RECURSE && completedSynchronously) {goAgain = true;} else {self.next_();}}}))@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:2163 ()@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1739 ()@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1735 ((function () {if (jasmine.Queue.LOOP_DONT_RECURSE && calledSynchronously) {completedSynchronously = true;return;}if (self.blocks[self.index].abort) {self.abort = true;}self.offset = 0;self.index++;var now = (new Date).getTime();if (self.env.updateInterval && now - self.env.lastUpdate > self.env.updateInterval) {self.env.lastUpdate = now;self.env.setTimeout(function () {self.next_();}, 0);} else {if (jasmine.Queue.LOOP_DONT_RECURSE && completedSynchronously) {goAgain = true;} else {self.next_();}}}))@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:2120 ()@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:2164 ()@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1749 (49)@http://localhost:8888/__JASMINE_ROOT__/lib/jasmine.js:1729",webdev,NONE,2011-03-24 18:47:06+00:00,True,2011-06-19 03:56:21+00:00,86.38,,2,1,2011-06-19 03:56:21+00:00,86.38,infews,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,Incorrect Rails dependency,"Should require 'railties' as dependency instead of 'rails', as the latter pulls in ActiveRecord, ActiveResource, and ActionMailer, none of which I need or want.",CodeMonkeySteve,NONE,2011-04-12 00:30:44+00:00,True,2011-04-15 12:09:59+00:00,3.49,,2,4,2011-04-15 01:05:37+00:00,3.02,ragaskar,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,CruiseControl build is broken but passing,"This build, for example, is broken, but passing.
http://cibuilder.pivotallabs.com:3333/builds/Jasmine/dfea6d1c716a7d7f3465a19219e0d0cfadc3bd55.1
All the builds listed seem to have broken, but still act like they are passing.  Build is returning the wrong error code, perhaps?",paulbellamy,NONE,2011-04-15 09:52:55+00:00,True,2011-04-15 12:09:31+00:00,0.09,,2,1,2011-04-15 12:09:31+00:00,0.09,ragaskar,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,CoffeeScript and Rails integration (possibly with Barista),"Hi, I was wondering if there's any way to integrate Jasmine with CoffeeScript (and, possibly with Barista, Rails CoffeeScript support gem) and write tests in CoffeeScript rather than javascript without too much of a headache? Would appreciate if you point me to the right direction.",snitko,NONE,2011-04-17 11:05:30+00:00,True,2011-04-17 14:11:55+00:00,0.13,,2,4,2011-04-17 12:28:27+00:00,0.06,netzpirat,NONE,0,0,0,2,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,waitsFor argument order ,"An obviously minor issue, but for consistency with it and describe, and for more fluent reading, shouldn't the argument order of waitsFor be:
waitsFor('async operation to finish', function () {
  // code
}, 1000);",dvtng,NONE,2011-04-18 04:43:20+00:00,True,2011-06-19 03:59:15+00:00,61.97,,2,1,2011-06-19 03:59:15+00:00,61.97,infews,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,Spy.andCallThrough should be default behaviour,"I don't see the point in having to explicitly state that a spy should call the wrapped method. I stepped into this trap by assuming it was the default behaviour - which it is not. In my opinion, having a spy on a method should not change the program flow by default, but just cache arguments etc. as it already does.",maenu,NONE,2011-04-20 19:37:04+00:00,True,2013-03-06 05:51:35+00:00,685.43,2.0,17,19,2011-04-25 19:48:17+00:00,5.01,fabiomcosta,CONTRIBUTOR,0,2,0,15,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,Add the function properties to the spy object,"Jasmine should add the properties from the function being spied to the spy object.
Example:
// my code

obj = {};
obj.method = function(){
  console.log('im gonna be spied');
};
obj.method.property = true;

// inside an it

spyOn(obj, 'method');
expect(obj.method.property).not.toBeUndefined();
Currently this property is being undefined, but it should be true, as i set.
I've made the fix, but its not on my fork.
Will work on creating the fix and specs for this.",fabiomcosta,CONTRIBUTOR,2011-04-20 22:34:33+00:00,True,2011-06-19 04:02:43+00:00,59.23,1.2,2,1,2011-06-19 04:02:43+00:00,59.23,infews,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,Documentation bug,"There is a typo in example in the documentation on spy
http://pivotal.github.com/jasmine/jsdoc/symbols/jasmine.Spy.html
andCallFake(fakeFunc)
Calls an alternate implementation when a spy is called.
var baz = function() {
// do some stuff, return something
}
// defining a spy from scratch: foo() calls the function baz
var foo = jasmine.createSpy('spy on foo').andCall(baz);
// defining a spy on an existing property: foo.bar() calls an anonymnous function
spyOn(foo, 'bar').andCall(function() { return 'baz';} );
The example uses '.andCall' it should be '.andCallFake' instead",georges,NONE,2011-04-27 16:47:43+00:00,True,2011-06-19 04:04:14+00:00,52.47,1.2,2,1,2011-06-19 04:04:14+00:00,52.47,infews,CONTRIBUTOR,0,1,0,0,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,Allow disabling of error catching (useful for bad stacktrace browsers),"It would be nice to be able to conditionally turn off error catching while trying to debug errors - for instance when trying to figure out an error in anything other than FireFox. ;)
https://github.com/pivotal/jasmine/blob/master/lib/jasmine.js#L979",knzconnor,NONE,2011-04-27 19:27:47+00:00,True,2011-06-19 15:29:07+00:00,52.83,,5,9,2011-06-02 05:10:17+00:00,35.4,infews,CONTRIBUTOR,0,1,0,4,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,"spyOn(obj, ""method"").withArgs(""a"", ""b"").andReturn(""c"")","RSpec stubs let you specify return values for specific invocations.  It would be nice if spyOn could do the same thing.  The current workaround is to use andCallFake with a big conditional:
spyOn(obj, ""method"").andCallFake(function(a, b) {
  if (a == ""a"" && b == ""b"") {
    return ""c"";
  } else {
    throw ""Unexpected arguments for method()""
  }
}

which is a lot of boilerplate once you use it a few times.",Peeja,NONE,2011-05-15 16:45:16+00:00,True,2011-06-19 04:06:57+00:00,34.47,,9,9,2011-05-15 17:49:58+00:00,0.04,infews,CONTRIBUTOR,1,1,0,6,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,createSpyObj should not require a list of spys,"Sometimes I need to create a test double which doesn't have any stubs or mocks.  I'd like to use the same interface for those.  It would be nice if jasmine.createSpyObj(""Article"") would not raise an error, and simply give me a unique test double.
Since the object isn't spying on anything, it might also be a good idea to change the name to jasmine.double() to match RSpec.",Peeja,NONE,2011-05-15 17:02:53+00:00,True,2011-05-15 17:35:38+00:00,0.02,,2,2,2011-05-15 17:35:38+00:00,0.02,infews,CONTRIBUTOR,0,1,0,1,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
